,umpd_case_number,occured_date_time_location,report_date_time,_type,disposition,location
10885,2019-00026351,05/10/19 03:16,05/10/19 03:16,CDS Violation,CBE,Ellicott at 4052  Stadium  Dr
10886,2019-00026374,05/10/19 08:31,05/10/19 08:31,Damage to State Property,CBE,Severn at 5245  Greenbelt  Rd
10887,2019-00026412,05/10/19 10:59,05/10/19 10:59,Assault,Summons Issued,Animal Science Building at 8127  Regents  Dr
10888,2019-00026425,05/10/19 11:00,05/10/19 15:32,Theft,Active/Pending,4100 block of  Campus  Dr
10889,2019-00026438,05/10/19 15:00,05/10/19 17:21,Lost Property,CBE,Pocomoke at 7569  Baltimore  Ave
10890,2019-00026489,05/10/19 20:45,05/10/19 21:17,Injured/Sick Person,CBE,Easton at 3917  Denton Service  Ln
10891,2019-00026520,05/11/19 00:20,05/11/19 00:20,CDS Violation,Arrest,"Clarice Smith Performing Arts Center, CSPAC at 8270  Alumni  Dr"
10892,2019-00026521,05/10/19 17:00,05/11/19 00:14,Theft,Active/Pending,"Jimenez, Jimenez Hall at 4125 N Library  Ln"
10893,2019-00026542,05/11/19 01:48,05/11/19 01:48,Vandalism,Arrest,Worcester at 7405  Preinkert  Dr
10894,2019-00026550,05/11/19 03:10,05/11/19 03:10,CDS Violation,Arrest,Pocomoke at 7569  Baltimore  Ave
10895,2019-00026551,05/11/19 03:13,05/11/19 03:13,DWI/DUI,Arrest,Baltimore  Ave
10896,2019-00026552,05/11/19 03:46,05/11/19 03:45,Emergency Petition,CBE,7600 block of  Library  Ln
10897,2019-00026555,05/11/19 05:41,05/11/19 05:41,Emergency Petition,CBE,Denton at 3854  Stadium  Dr
10898,2019-00026583,05/11/19 13:04,05/11/19 13:04,Injured/Sick Person,CBE,4000 block of  Stadium  Dr
10899,2019-00026604,05/11/19 16:20,05/11/19 16:20,Assist Other Agency,CBE,3500 block of  Campus  Dr
10900,2019-00026606,05/11/19 17:34,05/11/19 17:34,CDS Violation,CBE,13  Fraternity  Row
10901,2019-00026615,05/11/19 18:30,05/11/19 18:31,Injured/Sick Person,CBE,7300 block of  Baltimore  Ave
10902,2019-00026655,05/11/19 23:00,05/11/19 23:54,Dept Property Damage/Loss,CBE,Pocomoke at 7569  Baltimore  Ave
10903,2019-00026687,05/12/19 02:07,05/12/19 02:13,Injured/Sick Person,CBE,8700 block of  Boteler  Ln
10904,2019-00026698,05/11/19 22:00,05/12/19 03:40,Vandalism,Investigation Pending,Queen Anne at 7645  Preinkert  Dr
10905,2019-00026699,05/12/19 03:49,05/12/19 03:49,DWI/DUI,Arrest,Campus  Dr
10906,2019-00026700,05/12/19 05:11,05/12/19 05:11,Other Incident,CBE,4000 block of  Stadium  Dr
10907,2019-00026701,05/12/19,05/12/19 05:53,Assist Other Agency,CBE,4700 block of  Norwich  Rd
10908,2019-00026739,05/12/19 02:00,05/12/19 12:44,Other Incident (Title IX Related),CBE,7600 block of  Preinkert  Dr
10909,2019-00026835,05/13/19 02:16,05/13/19 02:16,Recovered Stolen Property,Summons Issued,Pine  Way
10910,2019-00026968,05/13/19 18:12,05/13/19 18:12,Fraud,Investigation Pending,"Clarice Smith Performing Arts Center, CSPAC at 8270  Alumni  Dr"
10911,2019-00026988,05/13/19 20:40,05/13/19 20:40,CDS Violation,Arrest,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155  Terrapin  Trl"
10912,2019-00027001,05/13/19 22:06,05/13/19 22:06,CDS Violation,Arrest,Knox  Rd
10913,2019-00027003,05/10/19 22:00,05/13/19 22:30,Theft,Active/Pending,Denton at 3854  Stadium  Dr
10914,2019-00027012,05/13/19 23:00,05/13/19 23:10,Other Incident,CBE,6800 block of  Preinkert  Dr
10915,2019-00027041,05/14/19 01:58,05/14/19 01:58,CDS Violation,Arrest,3900 block of  Denton Service  Ln
10916,2019-00027080,05/14/19 08:37,05/14/19 08:37,Injured/Sick Person,CBE,"Laboratory for Physical Sciences, LPS at 8050  Greenmead  Dr"
10917,2019-00027092,05/14/19 10:51,05/14/19 10:51,Trespassing,CBE,4100 block of  Farm  Dr
10918,2019-00027095,05/14/19 12:00,05/14/19 12:15,Injured/Sick Person,CBE,4200 block of  Lehigh  Rd
10919,2019-00027107,05/13/19 22:00,05/14/19 15:19,Vandalism,Active/Pending,6800 block of  Preinkert  Dr
10920,2019-00027134,05/14/19 20:44,05/14/19 20:44,Trespassing,Arrest,6800 block of  Preinkert  Dr
10921,2019-00027135,05/14/19 21:04,05/14/19 21:04,CDS Violation,CBE,7500 block of  Mowatt  Ln
10922,2019-00027181,05/15/19 00:45,05/15/19 00:45,Injured/Sick Person,CBE,7300 block of  Baltimore  Ave
10923,2019-00027184,05/15/19 01:16,05/15/19 01:16,DWI/DUI,Arrest,Baltimore  Ave
10924,2019-00027223,05/10/19 12:00,05/15/19 08:32,Theft,Investigation Pending,"Tawes, Tawes Hall at 7751  Alumni  Dr"
10925,2019-00027267,05/08/19 15:00,05/15/19 12:44,Theft,Active/Pending,Denton at 3854  Stadium  Dr
10926,2019-00027332,05/15/19 17:20,05/15/19 17:20,Injured/Sick Person,CBE,4000 block of  Stadium  Dr
10927,2019-00027365,05/15/19 22:07,05/15/19 22:07,CDS Violation,Arrest,University  Blvd
10928,2019-00027385,05/15/19 23:14,05/15/19 23:14,Suspicious Activity,CBE,Somerset Hall at 7567  Preinkert  Dr
10929,2019-00027474,04/28/19 06:44,05/16/19 11:20,Burglary,Arrest,"Chesapeake, Chesapeake Building at 4300  Terrapin  Trl"
10930,2019-00027477,05/15/19 10:00,05/16/19 12:02,Theft,Active/Pending,Montgomery at 7570  Regents  Dr
10931,2019-00027492,05/16/19 14:00,05/16/19 14:29,Injured/Sick Person,CBE,"Clarice Smith Performing Arts Center, CSPAC at 8270  Alumni  Dr"
10932,2019-00027546,05/09/19 07:00,05/16/19 19:42,Theft,Active/Pending,"Physical Sciences Complex, PSC at 4296  Stadium  Dr"
10933,2019-00027562,05/16/19 21:17,05/16/19 21:17,Injured/Sick Person,CBE,340 block of  Ehrensberger  Dr
10934,2019-00027651,05/17/19 01:14,05/17/19 01:14,CDS Violation,Arrest,4100 block of  Valley  Dr
10935,2019-00027652,05/17/19 01:19,05/17/19 01:19,Injured/Sick Person,CBE,Ellicott at 4052  Stadium  Dr
10936,2019-00027740,05/17/19 09:39,05/17/19 09:39,Injured/Sick Person,CBE,8200 block of  Paint Branch  Dr
10937,2019-00027750,04/28/19 14:00,05/17/19 11:07,Theft,Investigation Pending,7200 block of  Preinkert  Dr
10938,2019-00027767,01/01/17,05/17/19 13:15,Fraud,Investigation Pending,8200 block of  Baltimore  Ave
10939,2019-00027810,05/17/19 13:30,05/17/19 16:44,Animal Complaint,CBE,Health Center at 3983  Campus  Dr
10940,2019-00027846,05/17/19 19:45,05/17/19 19:51,Injured/Sick Person,CBE,Marathon at  4429 Lehigh Rd
10941,2019-00027847,05/17/19 20:03,05/17/19 20:03,Recovered Stolen Motor Vehicle,CBE,"Leonardtown #243, Leonardtown at 4644  Norwich  Rd"
10942,2019-00027848,05/17/19 20:05,05/17/19 20:05,Injured/Sick Person,CBE,"Frederick, Frederick Hall at 4402  Lehigh  Rd"
10943,2019-00027900,05/17/19 23:22,05/17/19 23:22,DWI/DUI,Arrest,West Gate at 3841  Stadium  Dr
10944,2019-00027930,05/17/19 17:00,05/18/19 03:35,Damage to State Property,Investigation Pending,"Patuxent, Patuxent Building, Telecommunications at 4161  Fieldhouse  Dr"
10945,2019-00027934,05/18/19 01:20,05/18/19 01:24,Assault,Arrest,"Annapolis, Annapolis Hall at 7626  Regents  Dr"
10946,2019-00027941,05/18/19 10:40,05/18/19 10:40,Injured/Sick Person,CBE,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
10947,2019-00027958,05/18/19 14:26,05/18/19 14:26,Injured/Sick Person,CBE,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
10948,2019-00027975,05/18/19 18:10,05/18/19 18:10,DWI/DUI,Arrest,8800 block of  Baltimore  Ave
10949,2019-00027979,05/18/19 18:45,05/18/19 19:25,Injured/Sick Person,CBE,4100 block of  Farm  Dr
10950,2019-00027989,05/18/19 13:00,05/18/19 21:32,Theft,Investigation Pending,Lot 4B
10951,2019-00027992,05/17/19 12:00,05/18/19 22:28,Theft,CBE,4000 block of  Stadium  Dr
10952,2019-00028016,05/19/19 00:05,05/19/19 00:05,Injured/Sick Person,CBE,Ellicott at 4052  Stadium  Dr
10953,2019-00028020,05/19/19 00:44,05/19/19 00:44,DWI/DUI,Arrest,Baltimore  Ave
10954,2019-00028374,05/20/19 09:55,05/20/19 09:59,Injured/Sick Person,CBE,"Riggs, Riggs Alumni, Riggs Alumni Center at 7801  Alumni  Dr"
10955,2019-00028495,05/20/19 18:01,05/20/19 18:01,Traffic Offense,CBE,Baltimore  Ave
10956,2019-00028502,05/20/19 17:30,05/20/19 18:17,Damage to State Property,CBE,"Brendan Iribe Center, Iribe Center at 8125  Paint Branch  Dr"
10957,2019-00028516,05/20/19 19:00,05/20/19 19:34,Injured/Sick Person,CBE,4000 block of  Stadium  Dr
10958,2019-00028544,05/20/19 10:00,05/20/19 22:23,Theft,Investigation Pending,Kim Engineering Building at 8228  Paint Branch  Dr
10959,2019-00028606,05/21/19 06:17,05/21/19 06:17,Theft,Arrest,Regents  Dr
10960,2019-00028613,05/20/19 14:30,05/21/19 07:38,Theft,Active/Pending,McKeldin Mall
10961,2019-00028626,05/21/19 08:30,05/21/19 08:56,Injured/Sick Person,CBE,"Art Soc, Art Sociology, Art Sociology Building, Art-Sociology Building, Parren J. Mitchell Art-Sociology Building at 3834  Campus  Dr"
10962,2019-00028804,05/22/19 01:02,05/22/19 01:02,Alcohol Violation,Arrest,"Capital One Field at Maryland Stadium, Maryland Stadium"
10963,2019-00028816,05/22/19 03:15,05/22/19 03:15,DWI/DUI,Arrest,Baltimore  Ave
10964,2019-00028828,05/22/19 07:45,05/22/19 07:52,Accident - Departmental,CBE,S I-95 / Exit 29b (Md-212 W)
10965,2019-00028842,05/08/19 08:00,05/22/19 09:49,Theft,Investigation Pending,"Leonardtown #239, Leonardtown at 4610  Norwich  Rd"
10966,2019-00028862,05/22/19 14:43,05/22/19 14:21,Disorderly Conduct,CBE,Lot 11b
10967,2019-00028875,05/22/19 16:00,05/22/19 16:08,Injured/Sick Person,CBE,3900 block of  Campus  Dr
10968,2019-00028882,05/22/19 16:31,05/22/19 16:31,Other Incident (Title IX Related),CBE,Ellicott at 4052  Stadium  Dr
10969,2019-00028885,05/22/19 17:25,05/22/19 17:34,Accident,CBE,4200 block of  Lehigh  Rd
10970,2019-00028940,05/22/19 20:30,05/22/19 23:52,Theft,Unfounded,4100 block of  Campus  Dr
10971,2019-00028954,05/23/19 01:00,05/23/19 01:32,Assist Other Agency,CBE,7300 block of  Baltimore  Ave
10972,2019-00028974,05/22/19 04:45,05/23/19 07:41,Theft,Active/Pending,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056  Regents  Dr"
10973,2019-00028985,05/23/19 10:30,05/23/19 10:20,Injured/Sick Person,CBE,"Armory, Reckord Armory at 4490  Rossborough  Ln"
10974,2019-00029012,05/23/19 15:05,05/23/19 15:05,Injured/Sick Person,CBE,"Ritchie, Ritchie Coliseum at 7675  Baltimore  Ave"
10975,2019-00029015,05/23/19 15:38,05/23/19 15:38,Injured/Sick Person,CBE,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
10976,2019-00029194,05/24/19 14:58,05/24/19 14:58,Injured/Sick Person,CBE,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
10977,2019-00029217,05/24/19 18:08,05/24/19 18:08,Theft,Investigation Pending,"Wicomico, Wicomico Hall at 7218  Preinkert  Dr"
10978,2019-00029310,05/25/19 00:13,05/25/19 00:13,CDS Violation,Arrest,Baltimore  Ave
10979,2019-00029348,05/25/19 03:29,05/25/19 03:29,DWI/DUI,Arrest,College  Ave
10980,2019-00029502,05/25/19 16:48,05/25/19 16:48,Other Incident,CBE,3500 block of  University  Blvd
10981,2019-00029579,05/26/19 00:49,05/26/19 00:49,DWI/DUI,Arrest,Baltimore  Ave
10982,2019-00029580,05/26/19 00:55,05/26/19 00:55,DWI/DUI,Arrest,"Domain, Domain College Park, The Domain at 3711  Campus  Dr"
10983,2019-00029603,05/26/19 03:46,05/26/19 03:46,DWI/DUI,Arrest,Baltimore  Ave
10984,2019-00029604,05/26/19 03:47,05/26/19 03:47,Injured/Sick Person,CBE,8300 block of  Baltimore  Ave
10985,2019-00029786,05/21/19 16:00,05/26/19 19:08,Stolen Motor Vehicle,Active/Pending,7500 block of  Mowatt  Ln
10986,2019-00029846,05/26/19 23:07,05/26/19 23:07,CDS Violation,Arrest,8700 block of  Baltimore  Ave
10987,2019-00030025,05/23/19,05/27/19 11:33,Injured/Sick Person,CBE,"Clarice Smith Performing Arts Center, CSPAC at 8270  Alumni  Dr"
10988,2019-00030097,05/27/19 18:04,05/27/19 18:04,Stolen Motor Vehicle,Active/Pending,7300 block of  Baltimore  Ave
10989,2019-00030205,05/23/19 12:00,05/28/19 12:28,Theft,Active/Pending,8700 block of  Boteler  Ln
10990,2019-00030279,05/28/19 22:03,05/28/19 22:03,CDS Violation,Arrest,College  Ave
10991,2019-00030401,05/29/19 09:40,05/29/19 11:11,Theft from Auto,Arrest,Lot 11b
10992,2019-00030411,05/29/19 13:02,05/29/19 13:02,Trespassing,CBE,Lot 11b
10993,2019-00030414,05/29/19 13:02,05/29/19 13:38,Trespassing,Arrest,Lot 11b
10994,2019-00030621,05/29/19 21:00,05/30/19 11:02,Theft,Investigation Pending,3400 block of  Tulane  Dr
10995,2019-00030659,05/30/19 15:30,05/30/19 15:39,Assault,CBE,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
10996,2019-00030661,05/30/19 16:10,05/30/19 16:10,Injured/Sick Person,CBE,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155  Terrapin  Trl"
10997,2019-00030667,05/30/19 17:16,05/30/19 17:16,Theft,Investigation Pending,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
10998,2019-00030750,05/31/19 00:44,05/31/19 00:44,CDS Violation,Arrest,Baltimore  Ave
10999,2019-00030788,05/31/19 02:51,05/31/19 02:51,CDS Violation,Arrest,Baltimore  Ave
11000,2019-00030821,05/31/19 08:10,05/31/19 08:14,Injured/Sick Person,CBE,"Lefrak, Lefrak Hall at 7251  Preinkert  Dr"
11001,2019-00030844,05/31/19 12:13,05/31/19 12:13,Injured/Sick Person,CBE,Artemesia Building at 8400  Baltimore  Ave
11002,2019-00030861,05/31/19 12:30,05/31/19 15:24,Accident - Departmental,CBE,4200 block of  Knox  Rd
11003,2019-00030867,05/30/19 11:00,05/31/19 15:49,Fraud,CBE,7000 block of  Preinkert  Dr
11004,2019-00030868,05/29/19 16:00,05/31/19 16:10,Recovered Stolen Motor Vehicle,Investigation Pending,Lot 11b
11005,2019-00030872,05/31/19 11:00,05/31/19 16:51,Theft,Investigation Pending,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
11006,2019-00030955,06/01/19 02:17,06/01/19 02:17,Theft,Active/Pending,North Gate at 4306  Campus  Dr
11007,2019-00030959,06/01/19 02:53,06/01/19 02:53,DWI/DUI,Arrest,"Commons 3, SCC 3, South Campus Commons 3 at 4318  Knox  Rd"
11008,2019-00030971,06/01/19 05:54,06/01/19 05:54,CDS Violation,Arrest,College Park Towers (Knox Road) at 4313  Knox  Rd
11009,2019-00031059,06/01/19 13:30,06/01/19 13:30,Assault,CBE,Jull Hall at 4196  Stadium  Dr
11010,2019-00031060,06/01/19 13:59,06/01/19 13:59,Assist Other Agency,CBE,3700 block of  Campus  Dr
11011,2019-00031196,06/02/19 00:01,06/02/19 00:01,CDS Violation,Arrest,7500 block of  Mowatt  Ln
11012,2019-00031431,06/02/19 22:46,06/02/19 22:46,CDS Violation,Arrest,Baltimore  Ave
11013,2019-00031451,06/03/19 01:11,06/03/19 01:11,CDS Violation,Arrest,Baltimore  Ave
11014,2019-00031492,06/03/19 08:00,06/03/19 08:19,Accident - Departmental,CBE,Route 95/route 201
11015,2019-00031506,05/03/19 10:00,06/03/19 09:57,Recovered Stolen Motor Vehicle,CBE,"A.V. Williams Building, AV Williams at 8223  Paint Branch  Dr"
11016,2019-00031542,06/03/19 16:28,06/03/19 16:28,DWI/DUI,Arrest,"Drazek Circle, UMGC at 346  Ehrensberger  Dr"
11017,2019-00031600,06/03/19 23:38,06/03/19 23:38,Suspicious Person/Auto,Arrest,Campus  Dr
11018,2019-00031707,05/17/19 08:00,06/04/19 12:32,Theft,Investigation Pending,4000 block of  Union  Dr
11019,2019-00031710,06/04/19 13:00,06/04/19 13:46,Other Incident,Investigation Pending,8200 block of  Baltimore  Ave
11020,2019-00031758,06/04/19 18:10,06/04/19 18:18,Theft from Auto,Active/Pending,"Club House, Golf Course Club House at 3800  Golf Course  Rd"
11021,2019-00031764,06/04/19 19:28,06/04/19 19:28,Damage to State Property,CBE,"Chem Nuc, Chemical & Nuclear Engineering at 4418  Stadium  Dr"
11022,2019-00031838,05/29/19 06:00,06/05/19 06:36,Dept Property Damage/Loss,CBE,Pocomoke at 7569  Baltimore  Ave
11023,2019-00031869,06/05/19 14:00,06/05/19 15:05,Injured/Sick Person,CBE,"TAP, Technology Advancement Program Building at 4467  Technology  Dr"
11024,2019-00031873,06/03/19 07:00,06/05/19 15:53,Threat Assessment,Investigation Pending,1600 block of  Mccormick  Dr
11025,2019-00031981,06/06/19 02:08,06/06/19 02:08,DWI/DUI,Arrest,University  Blvd
11026,2019-00032060,06/05/19 09:00,06/06/19 15:18,Other Incident,CBE,Kim Engineering Building at 8228  Paint Branch  Dr
11027,2019-00032076,06/06/19 07:00,06/06/19 16:49,Theft,Investigation Pending,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
11028,2019-00032120,06/06/19 23:47,06/06/19 23:47,Burglary,Arrest,DOTS Impound Lot
11029,2019-00032156,06/07/19 08:30,06/07/19 09:52,Injured/Sick Person,CBE,7700 block of  Adelphi  Rd
11030,2019-00032158,06/07/19 09:45,06/07/19 09:56,Injured/Sick Person,CBE,4200 block of  Campus  Dr
11031,2019-00032160,06/07/19 10:36,06/07/19 10:36,Suspicious Activity,Investigation Pending,"S Campus Surge, Susquehanna, Susquehanna Hall at 4200  Lehigh  Rd"
11032,2019-00032248,06/07/19 17:27,06/07/19 17:27,Theft from Auto,Arrest,4600 block of  Calvert  Rd
11033,2019-00032306,06/08/19 02:03,06/08/19 02:03,DWI/DUI,Arrest,Pocomoke at 7569  Baltimore  Ave
11034,2019-00032313,06/08/19 02:00,06/08/19 02:58,Dept Property Damage/Loss,CBE,Pocomoke at 7569  Baltimore  Ave
11035,2019-00032485,06/09/19 01:57,06/09/19 01:57,Theft,Arrest,7500 block of  Rhode Island  Ave
11036,2019-00032598,06/09/19 19:28,06/09/19 19:28,Injured/Sick Person,CBE,"Allegany, Allegany Hall at 4299  Lehigh  Rd"
11037,2019-00032646,06/09/19 23:10,06/09/19 23:10,CDS Violation,Arrest,Baltimore  Ave
11038,2019-00032671,06/10/19,06/10/19 00:00,DWI/DUI,Arrest,Baltimore  Ave
11039,2019-00032766,06/04/19 15:00,06/10/19 15:28,Injured/Sick Person,CBE,Pocomoke at 7569  Baltimore  Ave
11040,2019-00032769,06/10/19 16:00,06/10/19 16:20,Suspicious Activity,CBE,Elkton at 3981  Denton Service  Ln
11041,2019-00032939,06/11/19 13:31,06/11/19 13:53,Damaged Property,CBE,Lot 7
11042,2019-00033109,06/12/19 07:22,06/12/19 07:22,Accident - Departmental,CBE,"Francis Scott, Francis Scott Key, Francis Scott Key Hall, FS Key Hall, FSK at 4282  Chapel  Ln"
11043,2019-00033116,06/12/19 09:13,06/12/19 09:13,Hazardous Condition,CBE,"KA, Kappa Alpha at 1  Fraternity  Row"
11044,2019-00033117,06/06/11 09:00,06/12/19 09:22,Harassment/Stalking,CBE,"College Park Fire Station, Company 12 at 8115  Baltimore  Ave"
11045,2019-00033184,06/12/19 17:26,06/12/19 17:12,Warrant/Summons Service,Arrest,University  Blvd
11046,2019-00033235,06/13/19 00:15,06/13/19 00:15,CDS Violation,Arrest,Greenbelt  Rd
11047,2019-00033369,06/13/19 08:30,06/13/19 18:52,Damaged Property,CBE,Lot 11b
11048,2019-00033410,06/14/19 01:35,06/14/19 01:35,CDS Violation,Arrest,Paint Branch  Dr
11049,2019-00033418,06/14/19 02:40,06/14/19 02:40,DWI/DUI,Arrest,Baltimore  Ave
11050,2019-00033472,06/14/19 12:00,06/14/19 15:14,Damage to State Property,Active/Pending,"Capital One Field at Maryland Stadium, Maryland Stadium"
11051,2019-00033500,06/14/19 17:05,06/14/19 19:04,Injured/Sick Person,CBE,"Club House, Golf Course Club House at 3800  Golf Course  Rd"
11052,2019-00033589,06/15/19 01:04,06/15/19 01:04,DWI/DUI,Arrest,University  Blvd
11053,2019-00033591,06/15/19 01:18,06/15/19 01:18,Fire,CBE,Hartwick at 4321  Hartwick  Rd
11054,2019-00033633,06/15/19 06:08,06/15/19 06:08,DWI/DUI,Arrest,Service Building at 7757  Baltimore  Ave
11055,2019-00033637,06/15/19 03:30,06/15/19 08:05,Vandalism,Investigation Pending,7500 block of  Mowatt  Ln
11056,2019-00033773,06/16/19 00:50,06/16/19 01:04,Assist Other Agency,CBE,4500 block of  College  Ave
11057,2019-00033778,06/16/19 01:33,06/16/19 01:33,DWI/DUI,Arrest,University  Blvd
11058,2019-00033789,06/16/19 03:04,06/16/19 03:04,DWI/DUI,Arrest,"MFRI, MFRI Office/Classroom Building at 4500  Campus  Dr"
11059,2019-00033805,06/16/19 04:00,06/16/19 04:06,Other Incident (Title IX Related),CBE,Knox  Rd
11060,2019-00033806,06/16/19 04:41,06/16/19 04:47,Vandalism,Active/Pending,7500 block of  Mowatt  Ln
11061,2019-00033857,06/14/19 14:00,06/16/19 13:19,Theft,Investigation Pending,"Bob ""Turtle"" Smith Stadium, Shipley Field, Turtle Stadium at 4122  Fieldhouse  Dr"
11062,2019-00033948,06/17/19 00:29,06/17/19 00:29,DWI/DUI,Arrest,4700 block of  Pontiac  St
11063,2019-00034191,06/18/19 02:24,06/18/19 02:24,CDS Violation,Investigation Pending,Baltimore  Ave
11064,2019-00034441,06/19/19 05:00,06/19/19 05:24,Trespassing,CBE,7600 block of  Library  Ln
11065,2019-00034467,06/19/19 09:20,06/19/19 09:20,Hate Bias Incident,CBE,"Annapolis, Annapolis Hall at 7626  Regents  Dr"
11066,2019-00034469,05/06/19 08:30,06/19/19 10:06,Theft,Investigation Pending,3900 block of  Campus  Dr
11067,2019-00034578,06/19/19 23:59,06/19/19 23:59,Injured/Sick Person,CBE,"Allegany, Allegany Hall at 4299  Lehigh  Rd"
11068,2019-00034670,06/19/19 16:00,06/20/19 13:10,Lost Property,CBE,11000 block of  Baltimore  Ave
11069,2019-00034676,06/19/19 17:50,06/20/19 16:48,Theft,Investigation Pending,8200 block of  Alumni  Dr
11070,2019-00034771,06/21/19 05:15,06/21/19 05:29,CDS Violation,Arrest,6800 block of  Preinkert  Dr
11071,2019-00034796,06/21/19 09:40,06/21/19 09:49,Injured/Sick Person,CBE,"Architecture, Architecture Building at 3835  Campus  Dr"
11072,2019-00034974,06/22/19 00:24,06/22/19 00:24,DWI/DUI,Arrest,University  Blvd
11073,2019-00034975,06/22/19 00:25,06/22/19 00:25,DWI/DUI,Arrest,University  Blvd
11074,2019-00035122,06/23/19 00:06,06/23/19 00:06,Assist Other Agency,CBE,7500 block of  Adelphi  Rd
11075,2019-00035292,06/23/19 18:29,06/23/19 18:29,Damage to State Property,CBE,"Art Soc, Art Sociology, Art Sociology Building, Art-Sociology Building, Parren J. Mitchell Art-Sociology Building at 3834  Campus  Dr"
11076,2019-00035345,06/23/19 23:07,06/23/19 23:07,DWI/DUI,Arrest,University  Blvd
11077,2019-00035353,06/23/19 23:42,06/23/19 23:42,CDS Violation,Arrest,University  Blvd
